Date,Country_of_Origin,Country_of_Destination,Product_Category,Trade_Value,Trade_Volume
2012-05-01,Italy,Germany,Vehicles,17134.14,199.0
2022-12-12,Italy,Germany,Machinery,46781.89,24.0
2016-05-05,Germany,France,Textiles,8303.06,581.0
2015-07-27,India,Canada,Machinery,6637.76,24.0
2016-12-25,Russia,France,Pharmaceuticals,5095.04,708.0
2022-10-10,Canada,USA,Electronics,6674.93,138.0
2016-05-16,India,Canada,Food,3991.88,130.0
2014-07-22,India,Canada,Vehicles,8352.6,1261.0
2021-03-20,France,Russia,Electronics,9253.1,315.0
2022-02-10,France,Japan,Pharmaceuticals,7129.38,706.0
2011-02-01,Italy,Japan,Food,2835.06,624.0
2020-08-08,India,Brazil,Food,1813.52,48.0
2011-11-04,USA,Russia,Food,58116.06,378.0
2011-05-22,Russia,Germany,Pharmaceuticals,10242.17,277.0
2015-06-19,China,Japan,Chemicals,30501.38,449.0
2014-02-18,Italy,Russia,Electronics,1694.58,293.0
2010-02-02,China,Russia,Chemicals,2799.46,181.0
2012-05-18,Russia,USA,Food,12809.17,870.0
2011-11-04,USA,India,Textiles,2112.67,245.0
2018-09-06,USA,France,Electronics,4341.68,194.0
2019-03-27,Russia,Brazil,Electronics,17223.21,8.0
2016-09-21,Japan,Germany,Chemicals,8681.87,934.0
2020-12-25,Japan,Russia,Textiles,5830.3,618.0
2013-11-15,USA,Brazil,Machinery,28214.51,110.0
2021-09-06,China,Italy,Pharmaceuticals,20518.21,403.0
2015-03-24,India,Russia,Food,3947.56,170.0
2010-10-12,Russia,USA,Pharmaceuticals,3567.81,96.0
2017-04-24,USA,China,Pharmaceuticals,1116.8,121.0
2012-08-21,USA,India,Pharmaceuticals,3844.59,1445.0
2010-11-26,India,Russia,Machinery,14418.08,1406.0
2013-08-18,Brazil,Canada,Chemicals,3486.73,748.0
2015-12-16,Japan,India,Chemicals,20695.0,276.0
2019-12-04,Japan,Italy,Vehicles,10653.67,433.0
2016-11-30,Brazil,India,Machinery,505.61,350.0
2019-12-19,Russia,Italy,Electronics,7730.47,287.0
2020-06-12,Germany,Canada,Electronics,17331.19,75.0
2013-03-31,China,Russia,Pharmaceuticals,894.58,252.0
2010-01-26,China,Canada,Pharmaceuticals,311.02,330.0
2015-03-25,Germany,India,Machinery,12984.23,127.0
2015-06-14,India,Germany,Food,9031.38,438.0
2019-01-26,Brazil,France,Pharmaceuticals,1737.61,140.0
2012-01-15,Brazil,France,Electronics,3438.35,1628.0
2016-05-11,China,India,Textiles,13985.68,338.0
2019-02-24,India,China,Vehicles,19994.48,430.0
2015-11-26,Canada,Germany,Food,16180.92,1138.0
2022-07-12,Canada,USA,Pharmaceuticals,6498.25,1297.0
2019-10-21,Germany,Italy,Chemicals,6854.33,184.0
2011-09-07,Italy,USA,Machinery,3385.42,597.0
2021-09-05,Germany,Brazil,Pharmaceuticals,12927.6,323.0
2018-03-12,Italy,USA,Chemicals,6386.21,101.0
2013-12-04,India,Russia,Machinery,31714.13,1127.0
2022-07-19,Russia,Italy,Machinery,54166.54,136.0
2022-05-30,USA,Japan,Machinery,712.24,293.0
2014-01-21,Canada,China,Machinery,20323.93,409.0
2019-03-18,France,India,Machinery,3394.28,83.0
2022-10-22,France,Canada,Machinery,28846.42,559.0
2018-01-10,France,Brazil,Vehicles,19.7,1101.0
2015-02-21,China,Japan,Vehicles,20707.43,103.0
2012-10-31,Brazil,France,Chemicals,5954.86,124.0
2010-12-16,France,China,Electronics,2087.66,31.0
2019-05-16,Canada,Japan,Machinery,10715.19,308.0
2021-05-09,Japan,France,Vehicles,25104.33,3.0
2011-07-20,Germany,USA,Vehicles,15871.94,136.0
2016-02-03,India,Japan,Machinery,8819.09,26.0
2017-04-19,Japan,Russia,Electronics,19075.37,840.0
2019-03-03,India,France,Food,44876.54,141.0
2020-02-16,Italy,India,Textiles,24071.2,1149.0
2012-11-13,Japan,Russia,Textiles,1844.1,125.0
2021-10-16,Brazil,USA,Chemicals,2685.24,654.0
2011-04-11,India,Italy,Machinery,5994.78,14.0
2021-11-14,Russia,Canada,Electronics,395.71,122.0
2017-12-28,Russia,Japan,Pharmaceuticals,8252.6,588.0
2018-03-23,Canada,Japan,Machinery,2248.55,427.0
2011-02-15,Canada,Italy,Vehicles,4610.0,1418.0
2018-06-24,Brazil,China,Vehicles,2196.12,824.0
2012-12-30,Brazil,Russia,Textiles,2039.39,110.0
2022-07-03,Russia,France,Pharmaceuticals,3527.11,918.0
2011-07-30,Japan,Canada,Machinery,3992.49,772.0
2019-07-09,Canada,Russia,Food,21078.3,1308.0
2018-05-26,Russia,Germany,Electronics,9823.01,101.0
2010-08-26,Italy,USA,Food,18320.96,335.0
2013-01-13,Brazil,USA,Machinery,17994.04,188.0
2011-10-27,China,USA,Chemicals,3127.88,1233.0
2011-07-17,Russia,Brazil,Pharmaceuticals,15137.68,1504.0
2011-11-17,France,Italy,Electronics,8413.02,863.0
2018-12-29,Germany,Canada,Pharmaceuticals,1118.45,831.0
2013-07-19,Italy,Brazil,Pharmaceuticals,22992.29,379.0
2013-11-26,Canada,Italy,Pharmaceuticals,11448.06,1013.0
2011-10-03,Italy,India,Electronics,21750.92,176.0
2017-12-11,Italy,France,Electronics,8095.4,1200.0
2016-09-16,Russia,USA,Food,705.99,115.0
2018-11-06,China,France,Chemicals,43.41,125.0
2014-06-28,France,Japan,Textiles,4053.83,40.0
2022-08-03,Russia,USA,Pharmaceuticals,3446.71,509.0
2014-06-17,Italy,Russia,Machinery,4351.19,29.0
2012-03-05,China,Italy,Pharmaceuticals,23774.81,132.0
2019-10-24,Italy,Russia,Vehicles,524.65,899.0
2021-03-14,India,USA,Electronics,971.64,250.0
2015-09-26,Germany,China,Chemicals,5248.33,165.0
2015-04-21,Canada,France,Pharmaceuticals,2912.16,361.0
2017-01-14,India,USA,Machinery,1091.92,441.0
2012-07-05,China,India,Machinery,8265.99,392.0
2018-12-08,Canada,China,Electronics,55313.49,2104.0
2010-09-13,China,USA,Pharmaceuticals,8941.31,1024.0
2010-01-06,France,Italy,Chemicals,8964.83,189.0
2021-12-27,Japan,France,Chemicals,23048.94,78.0
2012-06-03,India,Italy,Electronics,33610.18,216.0
2018-05-21,China,Germany,Textiles,22435.18,129.0
2011-02-10,Italy,Germany,Pharmaceuticals,1790.92,129.0
2013-02-14,Italy,USA,Food,7289.77,584.0
2020-08-25,China,Brazil,Electronics,7761.14,658.0
2021-06-05,Germany,France,Vehicles,29225.42,425.0
2014-03-21,India,Canada,Machinery,11133.76,46.0
2011-08-16,France,Canada,Food,35457.15,219.0
2011-08-21,China,Germany,Food,2522.52,17.0
2010-03-25,France,Brazil,Pharmaceuticals,4456.2,494.0
2010-07-01,France,China,Machinery,26813.07,310.0
2012-08-08,Brazil,Italy,Machinery,848.48,42.0
2012-07-07,France,USA,Food,86635.03,309.0
2016-07-03,China,Russia,Chemicals,38823.1,607.0
2018-10-26,Russia,Brazil,Food,1049.74,236.0
2017-06-25,China,Canada,Food,4146.78,415.0
2022-02-04,Italy,India,Vehicles,2690.56,0.0
2013-06-23,France,Brazil,Chemicals,4372.09,216.0
2014-09-02,France,China,Textiles,25872.25,17.0
2013-05-15,Japan,Canada,Electronics,22843.83,639.0
2014-07-13,China,Germany,Machinery,458.33,113.0
2019-05-05,Japan,India,Machinery,6350.13,544.0
2013-09-15,Russia,USA,Machinery,3626.27,54.0
2014-09-26,Brazil,Japan,Food,13100.74,138.0
2021-07-05,France,Brazil,Machinery,277.57,116.0
2018-03-07,China,India,Vehicles,23010.28,401.0
2010-09-15,France,Japan,Pharmaceuticals,30719.72,534.0
2010-01-27,Russia,France,Electronics,6544.74,1895.0
2017-03-10,Brazil,Russia,Vehicles,3951.19,1195.0
2015-02-06,India,Russia,Vehicles,1242.04,518.0
2015-12-16,France,Canada,Electronics,22008.51,45.0
2015-05-06,China,USA,Textiles,20346.06,191.0
2022-12-11,Brazil,Canada,Textiles,8549.2,293.0
2020-11-20,India,Russia,Machinery,3095.17,1513.0
2019-01-29,Italy,China,Electronics,52.8,615.0
2013-03-29,Germany,Canada,Textiles,13241.79,160.0
2012-11-28,India,Germany,Vehicles,2958.18,409.0
2011-06-13,Italy,Canada,Chemicals,12462.32,1154.0
2015-06-24,Russia,China,Chemicals,15225.32,102.0
2011-11-08,Russia,Japan,Vehicles,7285.24,327.0
2020-09-18,India,Germany,Chemicals,2223.31,505.0
2015-12-08,Italy,Germany,Chemicals,52041.61,106.0
2013-06-16,USA,Japan,Pharmaceuticals,1452.29,136.0
2010-07-11,China,Japan,Electronics,7893.0,1240.0
2018-10-06,Brazil,India,Pharmaceuticals,24955.89,35.0
2016-04-14,Japan,Germany,Textiles,10876.99,594.0
2011-07-13,Japan,Brazil,Machinery,2685.58,688.0
2022-10-03,India,Japan,Pharmaceuticals,4299.34,11.0
2010-04-10,Russia,France,Food,7746.18,473.0
2015-03-25,Brazil,India,Textiles,1281.88,830.0
2013-09-27,USA,Italy,Chemicals,6017.13,194.0
2016-07-12,USA,Germany,Textiles,3688.43,898.0
2021-02-12,Germany,Canada,Machinery,7802.45,121.0
2018-02-09,France,Brazil,Pharmaceuticals,4607.79,2.0
2011-03-14,Germany,China,Vehicles,29043.49,72.0
2018-06-20,Russia,Canada,Machinery,7414.49,1708.0
2014-02-14,Japan,Canada,Vehicles,10704.33,80.0
2013-05-18,France,Italy,Food,17536.47,121.0
2015-12-10,India,Japan,Textiles,9629.19,743.0
2015-03-18,India,USA,Vehicles,15019.47,141.0
2017-05-26,India,Germany,Vehicles,460.37,118.0
2015-09-17,Brazil,USA,Vehicles,4772.71,193.0
2016-05-14,Russia,Canada,Chemicals,2617.75,1672.0
2019-09-07,Brazil,China,Machinery,232.79,761.0
2019-11-14,Japan,Canada,Chemicals,34259.21,149.0
2013-03-25,Germany,Brazil,Electronics,85.5,510.0
2014-05-11,Japan,India,Pharmaceuticals,4340.5,1627.0
2020-10-24,Russia,France,Chemicals,10122.9,274.0
2016-03-31,Italy,China,Pharmaceuticals,55.61,82.0
2012-02-24,India,Russia,Vehicles,2258.03,540.0
2014-10-25,India,USA,Textiles,3106.74,53.0
2018-04-26,Japan,China,Machinery,1755.12,414.0
2020-03-31,Canada,France,Chemicals,24493.33,264.0
2020-03-16,India,Brazil,Electronics,14333.85,466.0
2016-03-17,India,Russia,Vehicles,23736.44,405.0
2016-11-26,Germany,China,Machinery,949.03,455.0
2020-05-23,Brazil,USA,Textiles,5607.64,32.0
2016-11-06,USA,Canada,Chemicals,41012.6,215.0
2022-08-06,Italy,Japan,Chemicals,318.21,602.0
2020-06-03,Germany,Russia,Electronics,13003.68,428.0
2022-11-12,France,India,Electronics,13042.97,114.0
2015-09-03,Canada,USA,Pharmaceuticals,6751.71,414.0
2016-11-28,Italy,Japan,Food,8934.44,353.0
2021-12-19,France,Brazil,Textiles,6135.99,82.0
2016-05-24,Brazil,Canada,Food,45.04,1535.0
2014-05-04,USA,Canada,Electronics,395.71,707.0
2019-02-10,India,Italy,Pharmaceuticals,15507.56,7.0
2014-07-17,Italy,China,Food,13532.17,704.0
2015-10-01,Brazil,Russia,Electronics,13231.27,26.0
2016-09-12,USA,Canada,Food,5516.23,112.0
2011-02-07,Brazil,USA,Textiles,4505.51,1148.0
2014-02-11,Germany,Italy,Food,45712.72,652.0
2018-05-15,China,Italy,Vehicles,43534.2,69.0
2021-05-08,Canada,Italy,Vehicles,8210.01,12.0
2010-05-05,France,Japan,Chemicals,11127.05,45.0
2017-10-08,Russia,Japan,Food,8891.38,149.0
2018-11-18,China,Japan,Pharmaceuticals,6963.3,829.0
2019-07-21,India,Italy,Vehicles,10046.72,896.0
2013-02-21,Italy,France,Pharmaceuticals,833.9,118.0
2018-10-23,India,Brazil,Electronics,2476.83,337.0
2019-01-13,France,Germany,Food,19141.58,361.0
2015-01-18,Japan,Canada,Machinery,6017.71,250.0
2020-01-09,Russia,India,Electronics,229.01,131.0
2019-11-07,Italy,India,Electronics,3177.13,517.0
2012-09-05,India,Canada,Pharmaceuticals,17712.07,209.0
2019-02-24,Germany,India,Chemicals,17626.87,637.0
2015-04-19,China,India,Chemicals,14264.12,62.0
2015-03-25,Canada,Germany,Textiles,8157.33,854.0
2010-02-10,France,Italy,Pharmaceuticals,7997.12,71.0
2020-05-31,France,Russia,Vehicles,4937.9,368.0
2011-05-29,China,France,Pharmaceuticals,4963.44,347.0
2018-05-03,France,USA,Electronics,3689.98,1146.0
2012-08-28,USA,Russia,Textiles,27722.78,12.0
2021-02-08,Italy,Brazil,Chemicals,8379.35,1516.0
2018-12-01,France,Italy,Textiles,18743.14,240.0
2016-02-22,USA,Brazil,Food,381.28,144.0
2019-09-23,Brazil,USA,Chemicals,13392.68,297.0
2010-07-20,Brazil,Italy,Electronics,593.02,383.0
2017-09-05,Brazil,Italy,Electronics,56586.07,70.0
2017-02-18,Japan,Canada,Pharmaceuticals,6758.4,922.0
2019-01-08,Canada,Germany,Pharmaceuticals,1090.07,3997.0
2017-12-13,Russia,Brazil,Machinery,15316.93,748.0
2017-06-29,USA,India,Machinery,6208.09,1420.0
2015-12-02,India,China,Electronics,20136.01,165.0
2022-10-30,Canada,USA,Food,5139.29,298.0
2018-09-20,Russia,Germany,Food,267.23,113.0
2019-12-27,Germany,India,Vehicles,7190.18,894.0
2016-11-22,Brazil,France,Chemicals,8389.94,858.0
2017-10-28,Russia,Japan,Food,7473.29,1856.0
2012-10-21,Italy,USA,Textiles,6509.17,1809.0
2016-10-14,Germany,Italy,Food,13422.04,238.0
2015-01-05,France,Brazil,Machinery,30180.12,387.0
2018-07-06,Canada,Italy,Chemicals,17736.96,613.0
2015-12-12,Canada,Germany,Electronics,2766.23,102.0
2013-11-04,Japan,Italy,Machinery,10412.69,935.0
2019-07-04,France,Japan,Chemicals,5046.64,236.0
2018-11-10,China,Japan,Chemicals,15892.15,123.0
2021-04-16,France,Italy,Electronics,4792.05,231.0
2014-04-25,Brazil,Canada,Chemicals,5661.75,3252.0
2021-11-06,France,Italy,Vehicles,8863.83,187.0
2012-07-18,USA,Russia,Vehicles,14090.07,1386.0
2014-05-28,Germany,Brazil,Food,5844.29,892.0
2021-05-04,India,Brazil,Textiles,261.1,643.0
2018-07-11,Italy,USA,Machinery,7659.86,509.0
2012-07-17,India,Canada,Machinery,19082.7,741.0
2018-12-14,Brazil,Russia,Machinery,3729.67,294.0
2016-04-13,France,USA,Chemicals,1742.1,560.0
2010-03-01,Germany,Italy,Food,6696.43,177.0
2012-11-18,Japan,India,Electronics,2478.38,445.0
2011-05-01,USA,Canada,Textiles,5051.47,657.0
2019-08-22,France,Germany,Food,19024.76,328.0
2015-08-04,France,Brazil,Vehicles,8561.28,579.0
2019-10-05,Italy,China,Pharmaceuticals,4886.67,986.0
2014-06-13,Canada,China,Electronics,11175.66,366.0
2021-02-02,Russia,Germany,Electronics,7847.29,65.0
2014-07-09,Italy,India,Textiles,15690.5,893.0
2015-08-29,France,Brazil,Textiles,13054.76,758.0
2016-08-12,China,Italy,Pharmaceuticals,12415.81,956.0
2013-10-26,Canada,Brazil,Food,20192.0,19.0
2015-11-13,Germany,France,Chemicals,159.54,1449.0
2011-11-30,France,Canada,Machinery,3050.96,459.0
2021-08-06,India,Germany,Vehicles,7940.76,997.0
2013-12-29,Russia,Brazil,Chemicals,19403.66,321.0
2022-04-18,India,Brazil,Vehicles,3233.82,1203.0
2012-12-17,Japan,Canada,Chemicals,1378.48,1096.0
2018-07-31,China,France,Food,1830.43,33.0
2016-02-14,Japan,France,Pharmaceuticals,2311.67,271.0
2019-01-25,Canada,Japan,Electronics,7308.69,46.0
2018-09-14,Germany,Japan,Pharmaceuticals,7816.95,287.0
2014-02-10,USA,Germany,Chemicals,3000.91,222.0
2017-07-04,Brazil,Japan,Textiles,5861.08,1608.0
2016-02-19,Japan,Russia,Chemicals,18606.74,704.0
2010-05-02,India,China,Machinery,14756.86,2511.0
2015-12-01,USA,Russia,Textiles,1172.68,797.0
2022-05-16,Germany,India,Vehicles,9528.07,684.0
2022-09-30,India,China,Textiles,1339.09,847.0
2019-05-19,Italy,Canada,Machinery,2485.29,162.0
2022-07-20,Germany,USA,Food,2347.07,106.0
2019-01-01,Russia,India,Pharmaceuticals,11555.48,865.0
2022-10-02,Brazil,India,Textiles,12048.91,228.0
2012-07-15,Japan,Russia,Textiles,9805.74,1780.0
2021-01-12,Germany,Japan,Pharmaceuticals,878.46,488.0
2011-06-10,USA,Canada,Chemicals,4510.15,749.0
2022-07-24,India,Italy,Vehicles,532.97,166.0
2012-12-14,France,Germany,Vehicles,7513.13,166.0
2012-09-10,China,USA,Electronics,784.11,13.0
2010-04-06,USA,France,Chemicals,8851.54,507.0
2018-10-24,Brazil,France,Vehicles,18278.54,163.0
2022-10-16,China,Canada,Textiles,7747.26,216.0
2021-01-07,Germany,Brazil,Machinery,21853.77,308.0
2011-02-24,Brazil,Russia,Food,11824.35,979.0
2017-10-28,Russia,Canada,Food,12719.72,1509.0
2022-10-18,China,Italy,Machinery,19397.83,297.0
2021-07-17,France,Brazil,Chemicals,10025.6,1525.0
2022-04-27,India,Italy,Chemicals,93.18,452.0
2019-05-12,India,USA,Machinery,10999.93,489.0
2022-05-14,Italy,India,Food,20409.14,46.0
2014-08-31,Brazil,India,Electronics,3601.59,808.0
2014-09-27,China,India,Textiles,29264.71,321.0
2010-09-03,Brazil,China,Electronics,7034.01,257.0
2022-08-31,China,Brazil,Vehicles,435.02,228.0
2011-09-01,Russia,Brazil,Food,11009.54,472.0
2012-11-01,Japan,USA,Electronics,4412.36,659.0
2011-08-06,India,Germany,Pharmaceuticals,12504.95,81.0
2018-04-05,France,Russia,Pharmaceuticals,1309.89,6.0
2010-05-01,Germany,Russia,Pharmaceuticals,9146.42,339.0
2013-06-27,India,Brazil,Chemicals,4036.24,315.0
2012-12-29,Germany,France,Electronics,12143.13,940.0
2010-04-27,Italy,China,Vehicles,32517.85,38.0
2020-03-09,France,Canada,Electronics,1175.75,582.0
2014-10-10,China,Italy,Chemicals,10094.19,513.0
2019-05-19,Brazil,Canada,Electronics,52.63,81.0
2021-11-01,China,France,Pharmaceuticals,12470.66,333.0
2014-03-23,Russia,USA,Machinery,23100.28,408.0
2013-11-10,Russia,Italy,Vehicles,4781.23,745.0
2014-02-08,Canada,China,Machinery,2802.15,1148.0
2013-02-23,Germany,Brazil,Food,2250.73,466.0
2017-03-31,India,Brazil,Electronics,1427.7,176.0
2020-03-31,Canada,Germany,Chemicals,20610.07,281.0
2018-12-06,France,Russia,Textiles,9867.82,104.0
2011-12-28,Canada,Brazil,Food,6252.91,606.0
2011-01-31,India,Germany,Electronics,2735.44,974.0
2021-09-22,Russia,Canada,Chemicals,22878.81,252.0
2019-05-29,India,China,Electronics,5659.96,26.0
2010-01-14,Brazil,Italy,Chemicals,5587.63,11.0
2018-10-18,Japan,China,Chemicals,9954.74,607.0
2011-02-06,Japan,China,Pharmaceuticals,11585.36,76.0
2012-07-03,Italy,Germany,Chemicals,13070.79,769.0
2020-07-20,Germany,China,Electronics,8198.13,333.0
2016-08-05,China,Russia,Vehicles,6751.51,52.0
2014-03-01,Brazil,Germany,Food,2602.66,282.0
2018-04-29,Russia,India,Machinery,1316.64,126.0
2011-08-24,China,Germany,Electronics,255.18,85.0
2020-11-29,Brazil,China,Electronics,1830.24,30.0
2022-01-30,Canada,India,Textiles,2162.98,2192.0
2021-12-06,Italy,France,Vehicles,12777.73,218.0
2011-09-26,Germany,USA,Food,9088.12,76.0
2013-11-13,Japan,China,Textiles,3587.8,951.0
2011-02-27,France,Italy,Vehicles,6659.28,49.0
2014-05-21,Italy,USA,Electronics,19245.49,200.0
2015-11-12,Japan,Brazil,Food,7854.3,495.0
2015-01-21,France,Russia,Vehicles,7674.21,516.0
2010-01-22,Japan,Italy,Vehicles,418.29,14.0
2018-05-20,Brazil,Japan,Food,30753.93,453.0
2010-04-13,Japan,Russia,Vehicles,12250.81,909.0
2012-07-02,Italy,India,Textiles,7377.68,1059.0
2012-05-17,Italy,Japan,Pharmaceuticals,37759.21,29.0
2014-11-12,Russia,Germany,Pharmaceuticals,1485.17,1.0
2021-06-09,Japan,Brazil,Electronics,4187.26,653.0
2021-12-26,France,China,Textiles,11807.81,333.0
2013-02-07,Brazil,Germany,Chemicals,2205.46,355.0
2017-08-15,USA,China,Vehicles,9898.47,59.0
2015-07-18,France,India,Food,28149.28,335.0
2018-04-06,Russia,Germany,Machinery,4377.35,723.0
2018-04-24,France,India,Textiles,13738.61,62.0
2011-12-22,India,Italy,Machinery,2495.22,791.0
2012-05-27,Canada,USA,Electronics,9437.12,560.0
2013-06-10,Japan,India,Chemicals,7615.61,836.0
2013-06-30,Italy,Canada,Electronics,3093.04,147.0
2014-09-24,Canada,Italy,Pharmaceuticals,1755.03,611.0
2011-02-21,Canada,France,Textiles,3982.48,301.0
2016-06-17,France,China,Vehicles,27478.8,199.0
2019-06-06,Brazil,Italy,Food,6578.96,47.0
2012-11-18,Japan,China,Textiles,13560.28,8.0
2014-09-08,Germany,France,Vehicles,6929.41,954.0
2015-01-25,China,Japan,Machinery,2069.43,128.0
2022-03-05,India,Germany,Food,4203.05,892.0
2022-02-14,China,India,Textiles,21819.47,856.0
2010-06-27,Japan,USA,Electronics,747.57,553.0
2021-12-25,Japan,France,Vehicles,5725.5,1125.0
2022-02-03,Brazil,Canada,Pharmaceuticals,7985.97,173.0
2010-01-11,Russia,Italy,Textiles,3370.49,463.0
2011-04-13,Japan,Brazil,Food,28492.12,820.0
2011-06-28,India,Italy,Chemicals,21932.51,215.0
2021-10-01,China,France,Food,36038.01,244.0
2017-02-20,Germany,USA,Machinery,3074.86,199.0
2013-10-26,Brazil,Canada,Vehicles,11309.0,2995.0
2012-12-15,Russia,China,Textiles,7065.75,134.0
2010-02-12,Italy,Germany,Electronics,2333.27,130.0
2019-02-19,Germany,Japan,Pharmaceuticals,25871.02,647.0
2022-01-26,Canada,France,Pharmaceuticals,7813.75,433.0
2017-12-14,Japan,Canada,Food,9958.13,256.0
2011-11-29,France,Brazil,Vehicles,10180.43,216.0
2012-12-15,Brazil,Canada,Vehicles,23468.92,1488.0
2022-07-31,India,Italy,Textiles,3156.57,1615.0
2011-01-29,India,France,Textiles,11773.61,161.0
2010-01-29,China,India,Food,9630.34,230.0
2015-09-12,India,China,Textiles,5682.71,52.0
2016-11-03,Italy,France,Food,7977.55,166.0
2012-07-30,Brazil,Canada,Food,1529.96,61.0
2019-08-29,Italy,India,Textiles,4392.63,275.0
2018-09-15,France,Brazil,Electronics,16031.88,85.0
2011-11-08,Italy,USA,Textiles,6326.49,430.0
2022-10-15,France,Japan,Chemicals,1362.84,310.0
2011-12-15,Canada,Italy,Food,1969.35,3.0
2012-04-21,Italy,China,Chemicals,4813.15,181.0
2013-08-18,Brazil,Germany,Vehicles,3227.43,80.0
2014-05-12,Germany,Japan,Textiles,620.94,202.0
2022-05-02,Canada,Russia,Chemicals,9592.61,2078.0
2015-05-27,USA,Japan,Electronics,24322.28,91.0
2020-10-22,Japan,China,Chemicals,6214.34,668.0
2017-01-16,USA,Brazil,Machinery,219.46,223.0
2010-02-03,Germany,Japan,Electronics,17877.63,402.0
2016-12-02,India,Italy,Food,11035.35,993.0
2022-09-26,USA,Italy,Food,6732.67,745.0
2021-05-30,Brazil,Italy,Pharmaceuticals,815.75,224.0
2011-03-06,USA,Brazil,Chemicals,14425.65,1304.0
2015-11-27,Germany,Russia,Chemicals,3689.5,194.0
2017-03-31,Germany,Japan,Machinery,13608.05,781.0
2010-10-19,India,Germany,Machinery,23762.45,2852.0
2018-07-16,Brazil,Germany,Vehicles,7700.27,580.0
2017-10-02,China,Italy,Textiles,7447.73,369.0
2016-09-27,China,Italy,Vehicles,4768.91,594.0
2012-02-15,USA,Germany,Food,7139.83,6.0
2021-12-07,Canada,India,Pharmaceuticals,38821.18,179.0
2022-08-02,Russia,USA,Pharmaceuticals,1572.87,14.0
2014-02-22,Brazil,Japan,Machinery,16037.71,57.0
2021-08-11,Italy,Canada,Pharmaceuticals,29135.85,240.0
2015-06-08,USA,Japan,Pharmaceuticals,6131.61,860.0
2014-07-27,China,Italy,Vehicles,15795.73,238.0
2018-12-12,Germany,USA,Machinery,2628.8,346.0
2010-02-17,Italy,France,Food,142.43,257.0
2018-11-09,USA,France,Electronics,20430.15,843.0
2012-04-16,India,China,Pharmaceuticals,2555.17,607.0
2012-10-17,India,Italy,Machinery,712.84,697.0
2013-08-26,USA,Russia,Machinery,1172.09,257.0
2015-10-23,Canada,France,Pharmaceuticals,21327.09,565.0
2010-07-17,Canada,Brazil,Vehicles,17021.28,73.0
2012-06-13,Canada,Brazil,Vehicles,1473.94,172.0
2014-07-28,Japan,Brazil,Machinery,65.19,1392.0
2017-08-20,Canada,USA,Pharmaceuticals,550.03,505.0
2015-09-04,India,China,Electronics,3330.8,606.0
2018-09-29,France,Japan,Chemicals,8345.06,15.0
2011-10-28,Canada,Brazil,Electronics,7192.26,1402.0
2014-03-21,India,France,Electronics,24051.33,90.0
2020-08-20,Brazil,France,Textiles,11669.98,886.0
2014-06-23,USA,Germany,Food,6904.84,16.0
2010-03-08,Italy,Japan,Pharmaceuticals,8509.17,462.0
2010-04-18,India,Russia,Pharmaceuticals,179.4,980.0
2012-05-08,USA,Russia,Vehicles,7548.59,315.0
2015-08-20,China,India,Electronics,5761.42,325.0
2015-10-28,Germany,India,Textiles,5303.21,610.0
2020-06-10,USA,Japan,Electronics,43417.64,83.0
2015-05-25,USA,India,Chemicals,3817.2,329.0
